exper,yeduc,income,lincome
7,18,400,5.991465
7,18,500,6.214608
8,18,350,5.857933
8,18,350,5.857933
8,18,350,5.857933
8,18,350,5.857933
9,18,356.25,5.875633
9,18,400,5.991465
9,18,206.25,5.329089
9,18,450,6.109248
9,18,1000,6.907755
9,18,550,6.309918
9,18,700,6.55108
9,18,950,6.856462
10,18,150,5.010635
10,18,400,5.991465
10,18,350,5.857933
10,18,350,5.857933
10,18,700,6.55108
10,18,400,5.991465
10,18,450,6.109248
10,18,500,6.214608
10,18,700,6.55108
11,18,356.25,5.875633
11,18,350,5.857933
11,18,400,5.991465
11,18,600,6.39693
11,18,500,6.214608
11,18,600,6.39693
11,18,600,6.39693
11,18,600,6.39693
11,18,500,6.214608
11,18,700,6.55108
11,18,600,6.39693
12,18,450,6.109248
12,18,550,6.309918
12,18,600,6.39693
12,18,350,5.857933
12,18,600,6.39693
12,18,500,6.214608
12,18,550,6.309918
12,18,600,6.39693
12,18,700,6.55108
12,18,600,6.39693
12,18,850,6.745236
12,18,550,6.309918
12,18,750,6.620073
13,18,600,6.39693
13,18,700,6.55108
13,18,700,6.55108
13,18,700,6.55108
14,18,356.25,5.875633
14,18,600,6.39693
14,18,500,6.214608
14,18,700,6.55108
14,18,700,6.55108
14,18,850,6.745236
14,18,700,6.55108
14,18,700,6.55108
14,18,700,6.55108
14,18,700,6.55108
14,18,850,6.745236
15,18,250,5.521461
15,18,400,5.991465
15,18,750,6.620073
15,18,450,6.109248
15,18,550,6.309918
15,18,750,6.620073
16,18,350,5.857933
16,18,500,6.214608
16,18,350,5.857933
16,18,500,6.214608
16,18,500,6.214608
16,18,850,6.745236
17,18,1000,6.907755
